Название,Оценка Film.ru,Оценка IMDb,Оценка пользователей,Год,Жанр,Страна,время,режиссер,сценарий,премьера,бюджет,сборы,кинопрокат,производство,другие названия,ссылки,режиссеры,длительность
Информатор,8,6.5,зрители,2009,биографический,комедия,1 час 48 минут,Стивен Содерберг,Курт Эйкенуолд,07.09.2009 (мир),21000000 $,,Каро Премьер,"Warner Bros., Participant, Groundswell Productions, Section Eight, Jaffe, Braunstein Enterprise","Der Informant!, Осведомитель, El desinformante, O Desinformante!, Информаторът, L'infiltré!, Doušnik!, Informátor!, Ilmiantaja!, Alithofani psemata, Αληθοφανή ψέματα, Az informátor!, Infômanto!, インフォーマント！, Informatorius, Intrygant, O Delator!, Spicelj!, ¡El soplón!, El confident, 爆料大師, İspiyoncu!, Інформатор!, Người Chỉ Điểm",,,
Спайдервик: хроники,8,6.5,7.6,2008,боевик,драма,1 час 36 минут,Марк Уотерс,  ...,20.03.2008 (РФ),90000000 $,84 190 090 руб. (РФ),UPI,"Paramount Pictures, Nickelodeon Movies, The Kennedy, Marshall Company, Atmosphere Entertainment MM, Gotham Group, Mel's Cite du Cinema, Spiderwick Productions","Las crónicas de Spiderwick, Spajdervikovi Zapisi, As Crônicas de Spiderwick, Хрониките на Спайдъруик, Les chroniques de Spiderwick, Kronike Spiderwick, Kronika rodu Spiderwicku, Spiderwick-fortællingerne, Spiderwicki kroonika, Spiderwickin kronikat, Die Geheimnisse der Spiderwicks, Ta hronika tou Spiderwick, Τα χρονικά του Σπάιντεργουικ, A Spiderwick krónikák, Spiderwick - Le cronache, スパイダーウィックの謎, Spaidervika hronikas, Spaidervikų kronikos, De Spiderwick kronieken, Spiderwick krønikene, Kroniki Spiderwick, As Crónicas de Spiderwick, Hronike Spajdervika, Kronika rodu Spiderwickovcov, Skrivnost hise Pajkovski, Spiderwick, 奇幻精靈事件簿, Spiderwick günceleri, Хроніки Спайдервіка, The Spiderwick Chronicles: The IMAX Experience, Khu Rừng Thần Bí","Фэнтези под ключ, недорого (Иван Куликов)Официальный сайт (англ.)",,
Двенадцать друзей Оушена,8,6.5,7.1,2004,триллер,США,2 часа 5 минут,Стивен Содерберг,Джек Голден Расселл,13.01.2005 (РФ),110000000 $,$125 544 280 (США),Каро Премьер,"Jerry Weintraub Productions, Section Eight, Village Roadshow Pictures, WV Films III, Warner Bros","Honor Among Thieves, Ocean's 12, Ocean's Twelve, 12 друзей Оушена",Официальный сайт (англ.)Официальный сайт (исп.)Большие кадры из фильма на сайте OutNow.ch (нем.)Тринадцатым будешь (К.Тарханова),,
Петер фон Кант,8,6.4,6,2022,драма,Франция,1 час 30 минут,Франсуа Озон,Франсуа Озон,10.02.2022 (мир),,,,"FOZ, Playtime","Kant, Peter Von Kant",,,
Земляничный особняк,8,6.4,6.6,2021,драма,приключения,1 час 31 минута,,Альберт Бирни,29.01.2021 (мир),,,,"Cartuna, Kaleidoscope, Ley Line Entertainment, Salem Street Entertainment, UnLTD Productions",Клубничный особняк,,Альберт Бирни,
Дело,8,6.4,6.1,2021,драма,Россия,1 час 46 минут,Алексей Герман мл.,Мария Огнева,23.09.2021 (РФ),,,All Media Company,Продюсерская компания «Метрафильмс» при поддержке компании Canon и отеля Hotel Indigo в Санкт-Петербурге,"30 дней 30 ночей, House Arrest, Delo",,,
Сирано,8,6.4,6.6,2021,драма,мелодрама,2 часа 4 минуты,Джо Райт,Эрика Шмидт,24.02.2022 (РФ),,,UPI,"Metro-Goldwyn-Mayer (MGM), Working Title Films, BRON Studios, Universal Pictures","Sirano, 情聖西哈諾, 시라노, Сірано",,,
Зеленее травы,8,6.4,5.2,2019,комедия,США,1 час 35 минут,,Доун Люббе,17.10.2019 (РФ),,,Russian World Vision,"Gulp Splash Productions, Vanishing Angle","Tam, gdzie trawa jest bardziej zielona, Tamo gde je trava zelenija, 綠草如陰, Yemyeşil Çimler, Трава зеленіша",,Доун Люббе,
Сувенир,8,6.4,6.1,2019,детектив,драма,2 часа 0 минут,Джоанна Хогг,Джоанна Хогг,02.03.2018 (мир),,$1 036 737 (США),,"BBC Films, BFI Film Fund, JWH Films, Protagonist Pictures, Sikelia Productions",Сувенир: Часть 1,,,
История Дэвида Копперфилда,8,6.4,6.2,2019,драма,комедия,1 час 59 минут,Армандо Иануччи,Армандо Иануччи,17.09.2020 (онлайн),,,Вольга,"Film 4, FilmNation Entertainment, Searchlight Pictures, Wishmore","Личная история Дэвида Копперфилда, Lična Istorija Davida Koperfilda, ザ・パーソナル・ヒストリー・オブ・デイビッド・コパーフィールド（原題）, David Copperfieldi isiklik elulugu, La vita straordinaria di David Copperfield, ザ・パーソナル・ヒストリー・オブ・デイビッド・コパーフィールド, Deivido Koperfildo istorija, A Vida Extraordinária de David Copperfield, La vida personal de David Copperfield, David Copperfield - Einmal Reichtum und zurück, A História Pessoal de David Copperfield, La vie de David Copperfield, Povijest Davida Copperfielda, David Copperfieldin elämä ja teot, Ο Διαφορετικός Κύριος Κόπερφιλντ, David Copperfield rendkívüli élete, Ha'Historia Ha'Ishit shel David Copperfield, どん底作家の人生に幸あれ！, Deivida Koperfīlda dzīvesstāsts, David Copperfields personlige historie, Magiczny świat Davida Copperfielda, A Vida Extraordinária de Copperfield, La increíble historia de David Copperfield, David Copperfields äventyr och iakttagelser, 狄更斯之塊肉餘生記, David Copperfield'ın Çok Kişisel Hikayesi, Історія Девіда Копперфілда",,,
Не в себе,8,6.4,6.1,2018,детектив,драма,1 час 38 минут,Стивен Содерберг,Джеймс Грир,29.03.2018 (РФ),,40 796 620 руб. (РФ),Двадцатый Век Фокс СНГ,"Fingerprint Releasing, Extension 765, New Regency Productions","Unsane: Ausgeliefert, Perturbada, Niepoczytalna, Poremecena, Distúrbio, Dérangée, Poremećena, Paranoïa, Tébolyult, アンセイン　狂気の真実, Nesava, 瘋人院, Saplantı, Божевільна, Ảo Giác",,,
Эксперимент «Офис» 2,8,6.4,6.3,2017,боевик,комедия,1 час 26 минут,Джо Линч,Матиас Карузо,13.03.2017 (мир),,,,"Circle of Confusion, Royal Viking Entertainment","Хаос, Погром, Um Dia de Caos, Mayhem: Légitime Vengeance, Súlyos testi sértés, Z Inc. ゼット・インク, Korpo, Подивљали",,,
Гиппопотам,8,6.4,6.7,2017,комедия,Великобритания,1 час 29 минут,Джон Дженкс,  ...,29.06.2017 (РФ),,5 842 815 руб. (РФ),Русский Репортаж,The Electric Shadow Company,"En flodhäst i tesalongen, Kolos på lerfødder, 河马, Virtahepo tulee päivälliselle, A víziló, En flodhest kommer til middag, Hipopotam, El hipopótamo, Гіпопотам",,,
Коммуна,8,6.4,6.5,2016,драма,Дания,1 час 51 минута,Томас Винтерберг,Томас Винтерберг,21.04.2016 (РФ),,605 000 руб. (РФ),Русский Репортаж,"Zentropa Entertainments, Danmarks Radio (DR), Det Danske Filminstitut, Film i Väst, Svenska Filminstitutet (SFI), Toolbox Film, Topkapi Films","Die Kommune, A kommuna, La comune, Komuna, The Commune, Kollektivet, Hamaynq, A Comunidade, Комуната, La Communauté, 公社, Kommuuni, Το κοινόβιο, 堅離地公社, Ha'communa, Komūna, A Comuna, Comunitatea, La comuna, Komün, Комуна",,,
Коробка,8,6.4,6.9,2016,драма,спорт,1 час 32 минуты,Эдуард Бордуков,Эдуард Бордуков,07.04.2016 (РФ),,9 171 939 руб. (РФ),25th Floor Film,Телесто,,,,
Песнь заката,8,6.4,5.9,2015,драма,Великобритания,2 часа 15 минут,Теренс Дэвис,Теренс Дэвис,03.03.2016 (РФ),,$159 714 (США),Русский Репортаж,"Hurricane Films, Iris Productions, SellOutPictures","Ένα τραγούδι για το ηλιοβασίλεμα,",,,
Находка,8,6.4,6.9,2015,драма,Россия,1 час 30 минут,Виктор Демент,Виктор Демент,03.12.2015 (РФ),,,Reflexion Films,Талан,,Сайт фильма,,
Токийская невеста,8,6.4,6.2,2014,драма,комедия,1 час 40 минут,Стефан Либерски,Amélie Nothomb,16.07.2015 (РФ),,4 050 275 руб. (РФ),ПРОвзгляд,"Versus Production, Les Films du Worso, Forum Films, Radio Télévision Belge Francophone (RTBF), Belgacom, Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles, VOO, La Wallonie, Inver Invest, Tax Shelter du Gouvernement Fédéral Belge, Société de Développement des Entreprises Culturelles (SODEC), Téléfilm Canada, Technicolor Creative Services Montreal, Canal+, Ciné+, O'Brother Distribution, Axia Films, Kyoudai Box, MEDIA Programme of the European Union, Versus Production","Tokió, hozzád megyek!, Il fascino indiscreto dell'amore, Romance en Tokio, Токійська наречена",,,
Страшные сказки,8,6.4,6.3,2015,драма,ужасы,2 часа 14 минут,Маттео Гарроне,  ...,10.09.2015 (РФ),,$102 186 (США),Cinema Prestige,"Archimede, Le Pacte, Rai Cinema, HanWay Films, New Sparta Films, Recorded Picture Company (RPC), Ministero dei Beni e delle Attività Culturali e del Turismo (MiBACT), Fonds Eurimages du Conseil de l'Europe, Apulia Film Commission, Regione Lazio, Gamenet, Banca Popolare di Vicenza, Morato Pane & Idee, Amer","Il racconto dei racconti - Tale of Tales, The Tale of Tales, Сказка сказок, Das Märchen der Märchen, O Conto dos Contos, Приказка на приказките, 故事的故事, Pohádka pohádek, Lugude lugu, Tale of tales, Tarujen taru, Tale of Tales : Le Conte des contes, Το παραμύθι των παραμυθιών, Szörnyek és szerelmek, Il racconto dei racconti, Itsuka monogatari, 五日物語 3つの王国と3人の女, Baisās pasakas, Pasaku pasaka, Pentameron, Priča nad pričama, El cuento de los cuentos, 異色童話集, Masalların Masalı, Казка казок",,,
Страшная воля богов,8,6.4,6.8,2014,приключения,ужасы,1 час 57 минут,Такаси Миике,Хироюки Ятсу,23.04.2015 (РФ),,,Русский Репортаж,"Oriental Light and Magic (OLM), Toho Company, Toho Pictures","As the Gods Will, Kamisama no iu tôri, 神さまの言うとおり, 要聽神明的話",,,
Чужой: Завет,8,6.4,6,2017,триллер,ужасы,2 часа 2 минуты,Ридли Скотт,  ...,18.05.2017 (РФ),97000000 $,426 063 205 руб. (РФ),Двадцатый Век Фокс СНГ,"Twentieth Century Fox, TSG Entertainment, Scott Free Productions, Brandywine Productions","Alien Covenant, Prometheus 2, Vetrelec: Covenant, Προμηθέας 2, Prometej 2, Alien: Paradise Lost, Прометей 2, Пришълецът: Завет, Vanzemaljac: Saveznik, Obcy: Przymierze, Osmi putnik: Saveznik, Alien: Covenant, Osmi putnik: Kovenant, Yaratik: Covenant, Alien: Savez, Vetřelec: Covenant, Fazaei: ahd, Biganeh: peyman, Ha'nos'e'ah ha'shmini: covenant, エイリアン　コヴェナント, Svešais: Covenant, Svetimas: Covenant, Extraterestrii: Pactul, Alien: Pactul, Осми путник: Ковенант, Votrelec: Covenant, Osmi potnik: Zaveza, 異形：聖約, Yaratık: Covenant, Чужий: Заповіт, Quái Vật Không Gian",Сайт фильмаСайт фильмаСайт фильмаСайт фильмаСайт фильма,,
Забойный реванш,8,6.4,7.2,2013,драма,комедия,1 час 45 минут,Питер Сигал,Родни Ротман,16.01.2014 (РФ),40000000 $,$29 807 260 (США),Каро Премьер,"Callahan Filmworks, Gerber Pictures, RatPac-Dune Entertainment, Warner Bros.","All'ultimo pugno, Ajuste de Cuentas, Бойни старчета, Ajuste de Contas, Zpátky do ringu, Zwei vom alten Schlag, Tilbage i ringen, Vana vimm, La gran revancha, Legendat kehässä, Match retour, Match Revenge, Epistrofi sto Ring, Επιστροφή στο ρινγκ, Obračun legendi, A kiütés, Sogrim heshbon, Il grande match, Revenge Match, Didzioji kova, Ajuste de cuentas, Legendy ringu, Grudge Match: Ajuste de Contas, Faceţi pariurile, Partida cu pica, Povratak u ring, Hesaplasma Zamani, Гранд реванш, Combat revanche, 旗鼓相当, リベンジ・マッチ, Veču revanšs, Didžioji kova, 進擊的大佬, Hesaplaşma Zamanı, Trận Đấu Không Mong Muốn",Сайт фильма,,
Красавица и чудовище,8,6.4,6.7,2014,драма,мелодрама,1 час 52 минуты,Кристоф Ганс,Жан-Мари Лепринс де Бомон,27.03.2014 (РФ),33000000 $,141 358 242 руб. (РФ),Вест,"Eskwad, Pathé, TF1 Films Production, Studio Babelsberg, 120 Films, Canal+, Ciné+, TF1, TMC","Beauty and the Beast (международное английское название), E Bukura dhe Bisha (Албания), La bella y la bestia (Аргентина; Испания; Мексика; Перу; Уругвай, дублированная версия), Красавицата и звярат (Болгария), A Bela e a Fera (Бразилия), La Belle et la Bête (Канада, французское название), La Bella y la Bestia (Чили, Венесуэла), Die Schöne und das Biest (Германия), Kaunotar ja Hirviö (Финляндия), I pentamorfi kai to teras (Греция, транслитерированное название), Η πεντάμορφη και το τέρας (Греция), A szépség és a szörnyeteg (Венгрия), La bella e la bestia (Италия), Gražuole ir pabaisa (Литва), Belle en het Beest (Нидерланды, дублированная версия), Skjønnheten og udyret (Норвегия), Piekna i bestia (Польша), Lepotica i zver (Сербия), Skönheten och odjuret (Швеция), Güzel ve Çirkin (Турция), Красуня та чудовисько (Украина)",,,
Убойные серферы 3D,8,6.4,6.4,2012,документальный,приключения,1 час 35 минут,,,29.08.2013 (РФ),,$117 090 (США),Русский Репортаж,"6ixty Foot Films, Firelight Productions, Red Bull Media House","Storm Surfers, Ездачи на стихии, Banglentininkai 3D",Сайт фильма,Christopher Nelius,
Кровью и потом: Анаболики,8,6.4,7,2013,боевик,комедия,2 часа 9 минут,Майкл Бэй,Пит Коллинз,25.04.2013 (РФ),26000000 $,$49 875 291 (США),Парадиз,"Paramount Pictures, De Line Pictures, Phoenix International","Pain & Gain, Кровью и потом: Анаболики 1, Muskuj dhe Para, Sangre, Sudor y Gloria, Sem Dor, Sem Ganho, Кръв и пот, Coup musclé, Dolor y dinero, Veri, higi ja pisarad, No pain no gain, Izomagyak, Revah u'khe'ev, Pain & Gain - Muscoli e denaro, Suda e cresci, Pein & Gein: Shijô saitei no ikkakusenkin, Kulturistai, Sangre, sudor y gloria, Sztanga i cash, Dá & Leva, Trage tare si te scoti, Znojem do love, Dvigni, Zor Kazanç, Кров'ю i потом: Анаболiки, No Pain No Gain, Pain & Gain - Muscoli e denaro, Pein & Gein: Shijô saitei no ikkakusenkin, ペイン＆ゲイン　史上最低の一攫千金, Vaiga sviedros, Dá & Leva, 不勞而禍, Кров'ю і потом: Анаболіки, Pot a krev, Có Chơi & Có Nhận",Сайт фильмаСайт фильма,,
Диктатор,8,6.4,6.5,2012,комедия,США,1 час 23 минуты,Ларри Чарльз,  ...,17.05.2012 (РФ),65000000 $,183 827 258 руб. (РФ),Централ Партнершип,"Paramount Pictures, Four by Two Films","Der Diktator, Finchley's Dream, Il Dittatore, El dictador, Diktator, Диктаторът, O Ditador, Le dictateur, El Dictador, Diktatoren, Diktaator, Diktaattori, O diktatoras, Ο δικτάτορας, A diktátor, Ha'dictator, Il dittatore, Diktatorius, Diktators, Dyktator, Dictatorul, Diktatör, ディクテーター　身元不明でニューヨーク, 大獨裁者落難記, Kẻ Độc Tài",Сайт фильма,,
Ночь страха,8,6.4,7.1,2011,комедия,ужасы,1 час 46 минут,Крэйг Гиллеспи,Том Холланд,22.09.2011 (РФ),30000000 $,108 382 720 руб. (РФ),Walt Disney Studios,"Dreamworks Pictures, Reliance Entertainment, Michael De Luca Productions, Gaeta, Rosenzweig Films","Ночь страха 3D, Fright Night - Il vampiro della porta accanto, Noche de miedo, Нощта на ужасите, A Hora do Espanto, Vampire, vous avez dit vampire?, Noc hruzy, Nyhta tromou, Νύχτα τρόμου, Moj susjed je vampir, Frászkarika, Leyl ha'eima, Postrach nocy, Noite de Medo, Noć strave, Grozljiva noc, Korku Gecesi, Нiчка жахiв, フライトナイト　恐怖の夜, Baiļu nakts, Žiauriai baisi naktis, Noapte de groaza, 吸血鬼就在隔壁, Нічка жахів, Frightnight, Bóng Đêm Kinh Hoàng",,,
Лоракс,8,6.4,7,2012,мультфильмы,комедия,1 час 26 минут,,Кен Даурио,08.03.2012 (РФ),70000000 $,471 666 936 руб. (РФ),UPI,"Universal Pictures, Illumination Entertainment, Dr. Seuss Enterprises","Der Lorax (3D), Dr. Seuss' The Lorax: An IMAX 3D Experience, The Lorax, El lórax: En busca de la trúfula perdida, O Lorax, em Busca da Trúfula Perdida, Лоракс, Le Lorax, Dr. Seuss' the Lorax, El Lórax, Lorax: En busca de la trúfula perdida, Lorax: Zastitnik sume, Lorax - skovens beskytter, Lorax, Der Lorax, Λόραξ, Ha'Lorex, Lorax - Il guardiano della foresta, ロラックスおじさんの秘密の種, Lorakss, Loraksas, El Lórax en busca de la trúfula perdida, Lorax - Skogens vokter, El Lórax: En busca de la trúfula perdida, Lorax. Protectorul padurii, Loraks, Dr. Seuss in Loraks, 羅雷司, Dr. Seuss' The Lorax, El Lorax: En busca de la trúfula perdida, Thần Lorax","Сайт фильма ""Лоракс""Сайт фильма",Кайл Балда,
Бабло,8,6.4,7,2011,комедия,Россия,1 час 27 минут,Константин Буслов,Константин Буслов,13.10.2011 (РФ),,69 683 939 руб. (РФ),Наше Кино,"Кинокомпания ""СТВ""",Bablo,"Сайт фильма ""Бабло""",,
Счастливчик,8,6.4,6.5,2012,детектив,драма,1 час 41 минута,Скотт Хикс,Николас Спаркс,17.05.2012 (РФ),,793 033 руб. (РФ),Каро Премьер,"Warner Bros., Village Roadshow Pictures, DiNovi Pictures, Langley Park Productions","Lucky One, The, Ho cercato il tuo nome, Cuando te encuentre, Um Homem de Sorte, Талисманът, Le porte-bonheur, Zauvijek tvoj, The Lucky One - Für immer der Deine, Δικός σου για πάντα, Szerencsecsillag, 一枚のめぐり逢い, Talismans, Amzinai tavo, Szczęściarz, Um Homem Com Sorte, Talismanul norocos, Zauvek tvoj, Talisman, 幸運符, Şanslı Biri, Щасливчик, Bức Ảnh Định Mệnh",Сайт фильма,,
